QUESTION: Does transjugular intrahepatic portosystemic shunt (TIPS) improve outcomes for adults with hepatorenal syndrome?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are ACE inhibitors or ARBs effective in managing early chronic kidney disease in patients without diabetes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does early use of NIPPV reduce the risk of respiratory failure in preterm infants with respiratory distress syndrome?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do interventions aimed at improving adherence to airway clearance treatment and exercise therapy benefit health outcomes in cystic fibrosis patients?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do tourniquets improve outcomes for patients undergoing major lower limb amputation due to peripheral arterial disease?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do statins improve metabolic and endocrine outcomes in women with PCOS who are not trying to conceive?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is vedolizumab effective for inducing and maintaining remission in Crohn's disease compared to placebo?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Do mobile phone-based interventions improve contraception use?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does the timing of catheter removal after kidney transplant affect the risk of urinary tract infections?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is physical activity effective in reducing chronic musculoskeletal pain in children and adolescents?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do first-line diuretic drugs reduce mortality and morbidity outcomes in patients with hypertension compared to other antihypertensive drugs?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do acute assessment services improve patient flow in emergency departments?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are biologic treatments more effective than non-biological agents for moderate-to-severe psoriasis?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Do interventions for people with type 2 diabetes fasting during Ramadan have clear benefits or harms?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do healthcare workers' perceptions and experiences influence the impact of primary healthcare integration?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is rapamycin effective in reducing tumor size and other symptoms in people with tuberous sclerosis complex?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does oestrogen therapy help manage pelvic organ prolapse symptoms in postmenopausal women?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do interventions affecting the nitric oxide pathway improve outcomes for pregnant women with severe early-onset fetal growth restriction?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Is platinum doublet therapy more effective than non-platinum therapy for advanced lung cancer in patients with performance status 2?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Can treatments reduce depression after a stroke?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Does pegylated liposomal doxorubicin improve outcomes for women with relapsed high grade epithelial ovarian cancer?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: MEDIUM
QUESTION: Does cognitive rehabilitation improve everyday functioning in people with mild-to-moderate dementia?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is re-feeding gastric residuals in preterm infants effective and safe compared to discarding them?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do social network and social support interventions improve outcomes in cardiac rehabilitation for people with heart disease?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is femtosecond laser-assisted cataract surgery more effective and safer than standard ultrasound phacoemulsification cataract surgery?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does single-room isolation or cohorting help prevent infections in newborns in the NICU?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do combined oral contraceptives containing drospirenone help relieve premenstrual symptoms in women with PMS?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do opioids help reduce pain in neonates during procedures?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does Serenoa repens help improve lower urinary tract symptoms in men with benign prostatic hyperplasia?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Do low glycaemic index or low glycaemic load diets lead to greater weight loss in people with overweight or obesity?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does the use of anti-thymocyte globulins help prevent graft-versus-host disease in patients undergoing stem cell transplantation?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do GnRH analogues effectively reduce pain in women with endometriosis?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do non-surgical adjunctive interventions help to speed up orthodontic treatment?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Do oral stimulation interventions help preterm infants achieve oral feeding earlier?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does adding pentoxifylline to antibiotic therapy improve outcomes in neonates with sepsis or necrotising enterocolitis?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Does the effectiveness of nicotine replacement therapy vary based on its form, dose, or timing of use?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does the use of fibrin sealant reduce the risk of postoperative pancreatic fistula in pancreatic surgery?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does routine monitoring of gastric residual in preterm infants reduce the risk of necrotising enterocolitis?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does postmastectomy radiotherapy reduce the risk of recurrence in women with one to three positive axillary lymph nodes?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Are non-Chinese herbal medicines effective in treating functional dyspepsia?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does nebulised hypertonic saline improve lung function in people with cystic fibrosis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are non-pharmacological interventions effective in managing acute pain in infants and children?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do complement inhibitors help in treating age-related macular degeneration?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Can physical exercise programs help treat chronic venous insufficiency?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are pharmacological treatments effective for relieving pruritus in adult palliative care patients?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does fenofibrate help prevent the progression of diabetic retinopathy in people with diabetes?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Is modern endoscopic local excision as safe and effective as radical resection for stage I rectal cancer?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is there an effective treatment for reducing pain in adults with complex regional pain syndrome?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do tenofovir-based antiviral combination regimens help prevent mother-to-child transmission of HBV in HIV-positive pregnant women?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do healthy eating interventions in early childhood education settings improve children's dietary intake?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Does tranexamic acid help reduce the need for blood transfusions in hip fracture surgery?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Can digital health technologies improve exercise adherence and clinical outcomes in people with cystic fibrosis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do policies that regulate drug promotion affect patient outcomes and healthcare costs?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are tobacco cessation interventions effective for people who smoke waterpipes?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Are cannabis-based medicines effective for treating cancer pain?   ||| LABEL: REFUTED   ||| LEVEL: LOW
QUESTION: Do psychological interventions help reduce psychological problems in children who have experienced sexual abuse?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Can different hand hygiene agents effectively prevent neonatal infections?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does G-CSF treatment improve survival in patients with advanced chronic liver disease?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Is LAMA+LABA therapy as effective as LABA+ICS for treating stable COPD?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Is automated mandatory bolus better than basal infusion for managing pain during labor?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do motor rehabilitation interventions improve outcomes for people with below-knee amputations due to vascular diseases?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is magnetic seizure therapy effective and tolerable for people with schizophrenia?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does alemtuzumab provide benefits for people with multiple sclerosis?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Do pharmacological interventions effectively reduce blood loss during surgical fixation of hip, pelvic, and long bone fractures?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are any treatments effective for jellyfish stings?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do antibiotics improve outcomes for early Pseudomonas aeruginosa infection in people with cystic fibrosis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do acetylcholinesterase inhibitors improve core features of autism?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Can multi-domain prognostic models effectively predict dementia risk in middle-aged adults?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does enteral supplementation with prebiotics reduce the risk of necrotising enterocolitis in very preterm or VLBW infants?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are IL-6 blocking agents effective in treating severe COVID-19 compared to standard care or placebo?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does using anti-VEGF before vitrectomy improve outcomes for patients with proliferative diabetic retinopathy?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does the number of doses of PEG-asparaginase affect survival in children with acute lymphoblastic leukaemia?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do quality improvement strategies improve diabetes care?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Is there a difference in safety and effectiveness between thrombo-aspiration and stent-retrieval thrombectomy for treating acute ischemic stroke?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does lactoferrin help reduce sepsis and mortality in term neonates after gastrointestinal surgery?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is negative pressure wound therapy effective for treating pressure ulcers in adults?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Can antidepressant medications help people quit smoking cigarettes?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Is obesity an important factor that affects the severity and mortality of COVID-19?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do different types of retainers affect the stability of teeth after orthodontic treatment?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does case management improve outcomes for older people living with frailty compared to usual care?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does therapeutic hypothermia improve neurological outcomes after cardiac arrest?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does exercise improve health outcomes for adults after liver transplantation?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Are balanced intravenous solutions more effective than 0.9% saline for rehydrating children with severe dehydration due to diarrhoea?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do angiogenesis inhibitors improve outcomes for women with epithelial ovarian cancer?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does hormonal contraception use increase the risk of thromboembolism in women with COVID-19?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Can educational interventions improve outcomes for patients with inflammatory bowel disease?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Does videolaryngoscopy improve the success rate of first intubation attempts in neonates?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do stress-reduction interventions for healthcare workers help reduce stress symptoms?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Does convalescent plasma transfusion reduce mortality in patients with COVID-19?   ||| LABEL: REFUTED   ||| LEVEL: HIGH
QUESTION: Does multimodal prehabilitation improve outcomes for patients undergoing colorectal cancer surgery?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Do anticholinergic drugs improve symptoms of overactive bladder compared to placebo?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are antidepressants effective for treating chronic pain in adults?   ||| LABEL: SUPPORTED   ||| LEVEL: LOW
QUESTION: Does allowing relatives to be present during resuscitation reduce PTSD symptoms in them?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do treatments for osteoporosis in people with beta-thalassaemia improve bone mineral density?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are psychosocial and pharmacologic interventions effective in reducing harmful alcohol use in low- and middle-income countries?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is transcutaneous bilirubin measurement an accurate method for detecting hyperbilirubinaemia in newborns?   ||| LABEL: SUPPORTED   ||| LEVEL: HIGH
QUESTION: Does moxibustion help change a breech baby to a head-down position before birth?   ||| LABEL: SUPPORTED   ||| LEVEL: MEDIUM
QUESTION: Are first-line therapies for advanced renal cell carcinoma effective in improving patient outcomes?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Do interventions for parents with CPTSD symptoms improve their parenting capacity and wellbeing?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Is conventional chest physiotherapy more effective than alternative airway clearance techniques for people with cystic fibrosis?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
QUESTION: Does nasal high flow therapy provide better respiratory support for preterm infants compared to other non-invasive methods?   ||| LABEL: REFUTED   ||| LEVEL: MEDIUM
QUESTION: Do different antiseptic solutions effectively prevent infections in neonates with central venous catheters?   ||| LABEL: NOT ENOUGH INFORMATION   ||| LEVEL: LOW
